date,jackpot_winner,second winner,,,,,,,,jackpot_winner,jnum_1,jwinner_1,jnum_2,jwinner_2,jnum_3,jwinner_3,jnum_4,jwinner_4,j_amt_col,j_num_col
7/12/05,[' '],"[' 3  California', ' 2  Georgia', ' 1  Illinois', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
7/15/05,[' '],"[' 1  California', ' 2  New Jersey', ' 4  New York', ' 1  Ohio', ' 3  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/19/05,[' '],"[' 1  Georgia', ' 1  Maryland', ' 5  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/22/05,[' 1  Ohio'],"[' 2  Georgia', ' 2  Massachusetts', ' 3  New Jersey', ' 3  New York', ' 3  Ohio']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,170000000,1
7/26/05,[' '],"[' 2  Michigan', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
7/29/05,[' '],"[' 2  Georgia', ' 2  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/2/05,[' '],[' 1  New Jersey'],,,,,,,,[' '],,,,,,,,,0,0
8/5/05,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
8/9/05,[' '],"[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 1  Michigan']",,,,,,,,[' '],,,,,,,,,0,0
8/12/05,[' '],"[' 1  California', ' 2  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
8/16/05,[' '],"[' 1  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  New Jersey', ' 3  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/19/05,[' '],"[' 1  Illinois', ' 1  Maryland', ' 1  Michigan', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
8/23/05,[' '],"[' 5  Georgia', ' 5  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  New Jersey', ' 1  Ohio', ' 2  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
8/26/05,[' '],"[' 1  California', ' 1  Michigan', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/30/05,[' '],"[' 1  Illinois', ' 1  Massachusetts', ' 1  Michigan', ' 2  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
9/2/05,[' '],"[' 2  California', ' 1  Illinois', ' 3  New York', ' 1  Ohio', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/6/05,[' '],"[' 2  Massachusetts', ' 2  Michigan', ' 1  New Jersey', ' 1  Ohio', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/9/05,[' '],"[' 1  Illinois', ' 1  Michigan', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/13/05,[' '],"[' 2  California', ' 2  Georgia', ' 1  Maryland', ' 1  Michigan', ' 3  New York', ' 2  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/16/05,[' 1  New Jersey'],"[' 2  California', ' 3  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 2  New Jersey', ' 6  New York', ' 2  Ohio', ' 1  Texas', ' 1  Virginia', ' 2  Washington']",,,,,,,,[' 1  New Jersey'],1,NJ,,,,,,,258000000,1
9/20/05,[' '],"[' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/23/05,[' '],"[' 1  California', ' 1  New Jersey', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/27/05,[' '],"[' 2  California', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/30/05,[' '],"[' 1  California', ' 1  Georgia', ' 1  New Jersey', ' 3  New York']",,,,,,,,[' '],,,,,,,,,0,0
10/4/05,[' '],"[' 1  Illinois', ' 1  Massachusetts', ' 1  New Jersey', ' 2  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
10/7/05,[' '],"[' 3  New York', ' 2  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/11/05,[' '],"[' 1  Georgia', ' 1  Maryland', ' 1  New Jersey', ' 1  New York', ' 1  Ohio', ' 1  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/14/05,[' '],[' 2  Georgia'],,,,,,,,[' '],,,,,,,,,0,0
10/18/05,[' '],"[' 1  Georgia', ' 2  Massachusetts', ' 2  New Jersey', ' 3  New York', ' 3  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
10/21/05,[' '],"[' 2  California', ' 1  Michigan', ' 1  New Jersey', ' 3  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
10/25/05,[' '],"[' 1  Georgia', ' 1  Massachusetts', ' 1  New Jersey', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/28/05,[' '],"[' 2  Michigan', ' 3  New York', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
11/1/05,[' '],"[' 2  California', ' 2  Michigan', ' 3  New Jersey', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
11/4/05,[' '],"[' 1  Illinois', ' 1  Michigan', ' 2  New Jersey', ' 1  New York', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
11/8/05,[' '],"[' 2  California', ' 3  Georgia', ' 4  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 5  New Jersey', ' 4  New York', ' 3  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/11/05,[' '],"[' 2  California', ' 1  Georgia', ' 2  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/15/05,[' 1  California'],"[' 3  California', ' 2  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 4  New Jersey', ' 4  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' 1  California'],1,CA,,,,,,,315000000,1
11/18/05,[' '],[' 1  Ohio'],,,,,,,,[' '],,,,,,,,,0,0
11/22/05,[' '],"[' 1  Illinois', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
11/25/05,[' '],"[' 1  California', ' 1  Michigan', ' 1  New Jersey', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
11/29/05,"[' 1  California', ' 1  Michigan']","[' 3  New York', ' 1  Texas', ' 1  Washington']",,,,,,,,"[' 1  California', ' 1  Michigan']",1,CA,1,MI,,,,,35000000,2
12/2/05,[' '],"[' 1  Georgia', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
12/6/05,[' '],"[' 1  Georgia', ' 1  Maryland', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/9/05,[' '],"[' 1  Georgia', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/13/05,[' '],"[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 1  Massachusetts', ' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
12/16/05,[' '],"[' 1  Illinois', ' 1  New Jersey', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/20/05,[' '],"[' 3  California', ' 1  Michigan', ' 2  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
12/23/05,[' '],"[' 1  California', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
12/27/05,[' '],"[' 1  California', ' 2  Maryland', ' 1  Michigan', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
12/30/05,[' 1  California'],"[' 1  California', ' 2  Georgia', ' 1  Massachusetts', ' 2  New Jersey', ' 1  Ohio']",,,,,,,,[' 1  California'],1,CA,,,,,,,88000000,1
1/3/06,[' '],"[' 1  California', ' 1  Maryland', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
1/6/06,[' 1  Ohio'],"[' 1  California', ' 1  Illinois', ' 2  New York']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,15000000,1
1/10/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  Massachusetts', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/13/06,[' '],"[' 1  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/17/06,[' '],"[' 2  California', ' 1  New Jersey', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
1/20/06,[' '],"[' 1  California', ' 1  Georgia']",,,,,,,,[' '],,,,,,,,,0,0
1/24/06,[' '],"[' 1  California', ' 1  Illinois', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
1/27/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 2  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
1/31/06,[' '],[' 1  New Jersey'],,,,,,,,[' '],,,,,,,,,0,0
2/3/06,[' '],"[' 3  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
2/7/06,[' '],"[' 2  Georgia', ' 1  Illinois', ' 3  New York', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
2/10/06,[' '],"[' 2  California', ' 1  Georgia', ' 2  Michigan', ' 1  New York', ' 1  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
2/14/06,[' '],"[' 1  California', ' 1  New Jersey', ' 3  New York', ' 2  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
2/17/06,[' '],"[' 2  California', ' 2  Georgia', ' 1  Illinois', ' 3  Maryland', ' 1  Michigan', ' 3  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/21/06,[' '],"[' 6  California', ' 2  Illinois', ' 3  Michigan', ' 4  New York', ' 2  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/24/06,[' '],"[' 4  California', ' 1  Georgia', ' 1  Illinois', ' 1  Massachusetts', ' 3  Michigan', ' 3  New Jersey', ' 4  New York', ' 2  Ohio', ' 2  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/28/06,[' 1  Ohio'],"[' 4  California', ' 2  Georgia', ' 3  Illinois', ' 2  New Jersey', ' 7  New York', ' 2  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,270000000,1
3/3/06,[' '],"[' 1  Georgia', ' 2  Illinois', ' 1  Maryland', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/7/06,[' '],"[' 1  Maryland', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
3/10/06,[' '],"[' 2  California', ' 2  New York', ' 1  Ohio', ' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/14/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 1  Massachusetts', ' 2  Michigan', ' 1  New York', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/17/06,[' '],"[' 1  Illinois', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/21/06,[' '],"[' 1  Illinois', ' 2  New Jersey', ' 3  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
3/24/06,[' '],"[' 3  California', ' 3  New Jersey', ' 2  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
3/28/06,[' '],"[' 1  California', ' 1  New Jersey', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
3/31/06,[' '],"[' 1  California', ' 3  Michigan', ' 2  New Jersey', ' 2  New York', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
4/4/06,[' '],"[' 3  California', ' 1  Georgia', ' 1  Michigan', ' 2  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/7/06,[' '],"[' 4  California', ' 1  Illinois', ' 1  Michigan', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/11/06,[' '],"[' 6  California', ' 3  Georgia', ' 2  Illinois', ' 1  Maryland', ' 3  New York', ' 1  Ohio', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
4/14/06,[' '],"[' 3  California', ' 4  Georgia', ' 3  Michigan', ' 3  New Jersey', ' 2  New York', ' 2  Ohio', ' 3  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/18/06,[' 1  Ohio'],"[' 2  California', ' 1  Georgia', ' 2  Illinois', ' 1  Michigan', ' 4  New Jersey', ' 4  New York', ' 2  Ohio', ' 2  Texas', ' 1  Virginia', ' 2  Washington']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,265000000,1
4/21/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  Maryland', ' 1  Michigan', ' 2  New Jersey', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
4/25/06,[' '],"[' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
4/28/06,[' '],"[' 2  California', ' 1  Massachusetts', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
5/2/06,[' '],"[' 1  California', ' 1  Michigan', ' 6  New York', ' 1  Ohio', ' 1  Texas', ' 2  Virginia', ' 2  Washington']",,,,,,,,[' '],,,,,,,,,0,0
5/5/06,[' '],"[' 1  Georgia', ' 1  New Jersey', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/9/06,[' '],"[' 3  California', ' 1  Illinois', ' 1  Massachusetts', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
5/12/06,[' '],"[' 2  California', ' 1  Georgia', ' 1  Illinois', ' 1  Michigan', ' 1  Texas', ' 2  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
5/16/06,[' 1  Texas'],"[' 3  California', ' 2  Georgia', ' 1  New Jersey', ' 1  New York', ' 2  Ohio', ' 1  Virginia']",,,,,,,,[' 1  Texas'],1,TX,,,,,,,94000000,1
5/19/06,[' '],"[' 1  Georgia', ' 1  New Jersey', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
5/23/06,[' '],"[' 1  Georgia', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
5/26/06,[' '],"[' 1  Maryland', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
5/30/06,[' '],"[' 1  California', ' 1  Michigan', ' 1  New York', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
6/2/06,[' 1  New Jersey'],"[' 1  California', ' 1  New York', ' 1  Texas']",,,,,,,,[' 1  New Jersey'],1,NJ,,,,,,,47000000,1
6/6/06,[' '],"[' 1  California', ' 1  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
6/9/06,[' '],"[' 1  California', ' 1  Illinois']",,,,,,,,[' '],,,,,,,,,0,0
6/13/06,[' '],"[' 1  Illinois', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/16/06,[' 1  California'],"[' 1  New York', ' 1  Ohio']",,,,,,,,[' 1  California'],1,CA,,,,,,,34000000,1
6/20/06,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
6/23/06,[' '],"[' 1  California', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/27/06,[' 1  Ohio'],"[' 1  California', ' 1  Maryland', ' 1  Michigan']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,23000000,1
6/30/06,[' '],[' 1  New Jersey'],,,,,,,,[' '],,,,,,,,,0,0
7/4/06,[' '],"[' 1  California', ' 1  Maryland', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/7/06,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
7/11/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
7/14/06,[' '],[' 1  Ohio'],,,,,,,,[' '],,,,,,,,,0,0
7/18/06,[' 1  Maryland'],"[' 2  Michigan', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' 1  Maryland'],1,MD,,,,,,,49000000,1
7/21/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  Massachusetts', ' 1  Michigan', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
7/25/06,[' '],"[' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
7/28/06,[' '],"[' 1  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  New Jersey', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/1/06,[' 1  New York'],"[' 1  California', ' 1  New Jersey']",,,,,,,,[' 1  New York'],1,NY,,,,,,,31000000,1
8/4/06,[' '],[' 1  Maryland'],,,,,,,,[' '],,,,,,,,,0,0
8/8/06,[' '],"[' 1  California', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
8/11/06,[' '],"[' 1  Georgia', ' 1  Maryland', ' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
8/15/06,[' '],"[' 1  Michigan', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
8/18/06,[' '],"[' 1  California', ' 1  Maryland', ' 2  New Jersey', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/22/06,[' '],"[' 2  California', ' 1  Massachusetts', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
8/25/06,[' '],"[' 1  New Jersey', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
8/29/06,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
9/1/06,[' '],"[' 2  Maryland', ' 1  Michigan']",,,,,,,,[' '],,,,,,,,,0,0
9/5/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  New Jersey', ' 2  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/8/06,[' '],"[' 3  California', ' 5  Michigan', ' 1  New Jersey', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/12/06,[' '],"[' 2  California', ' 2  Georgia', ' 1  Illinois', ' 2  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
9/15/06,[' 1  Georgia'],"[' 6  California', ' 1  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' 1  Georgia'],1,GA,,,,,,,163000000,1
9/19/06,[' 1  New York'],[' 1  New York'],,,,,,,,[' 1  New York'],1,NY,,,,,,,12000000,1
9/22/06,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
9/26/06,[' 1  New Jersey'],"[' 1  Illinois', ' 2  New Jersey', ' 1  New York']",,,,,,,,[' 1  New Jersey'],1,NJ,,,,,,,15000000,1
9/29/06,[' '],"[' 1  California', ' 1  Illinois', ' 1  Michigan', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
10/3/06,[' '],"[' 1  Michigan', ' 2  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
10/6/06,[' '],"[' 1  Massachusetts', ' 1  Michigan', ' 2  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
10/10/06,[' '],[' 1  New Jersey'],,,,,,,,[' '],,,,,,,,,0,0
10/13/06,[' '],"[' 1  California', ' 1  Illinois', ' 1  New York', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
10/17/06,[' 1  Washington'],"[' 1  Illinois', ' 1  New Jersey', ' 2  New York', ' 1  Virginia', ' 1  Washington']",,,,,,,,[' 1  Washington'],1,WA,,,,,,,55000000,1
10/20/06,[' '],"[' 1  Maryland', ' 1  Massachusetts']",,,,,,,,[' '],,,,,,,,,0,0
10/24/06,[' '],"[' 1  Illinois', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/27/06,[' '],[' 1  Michigan'],,,,,,,,[' '],,,,,,,,,0,0
10/31/06,[' '],"[' 2  Georgia', ' 1  Massachusetts', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
11/3/06,[' '],"[' 1  California', ' 2  Illinois', ' 1  New Jersey', ' 1  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/7/06,[' '],"[' 1  New Jersey', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
11/10/06,[' '],"[' 1  California', ' 1  Georgia', ' 1  Michigan', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
11/14/06,[' 1  Michigan'],"[' 1  California', ' 1  Massachusetts', ' 2  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' 1  Michigan'],1,MI,,,,,,,75000000,1
11/17/06,[' '],"[' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/21/06,[' '],[' 1  Texas'],,,,,,,,[' '],,,,,,,,,0,0
11/24/06,[' '],"[' 1  California', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
11/28/06,[' '],"[' 1  Massachusetts', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
12/1/06,[' 1  Ohio'],"[' 1  California', ' 2  Georgia', ' 2  Texas']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,40000000,1
12/5/06,[' '],"[' 1  California', ' 1  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
12/8/06,[' '],"[' 1  Massachusetts', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
12/12/06,[' '],"[' 1  Illinois', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
12/15/06,[' '],"[' 1  Massachusetts', ' 1  New Jersey', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
12/19/06,[' '],"[' 1  California', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
12/22/06,[' '],"[' 4  California', ' 1  Georgia', ' 1  New Jersey', ' 1  New York', ' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
12/26/06,[' '],"[' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/29/06,[' '],"[' 1  California', ' 1  Georgia', ' 2  New York', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
1/2/07,[' '],"[' 1  New Jersey', ' 1  New York', ' 2  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/5/07,[' '],"[' 2  California', ' 1  Michigan', ' 1  New Jersey', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
1/9/07,[' 1  Texas'],"[' 2  California', ' 2  Georgia', ' 2  Michigan', ' 1  New Jersey', ' 2  New York']",,,,,,,,[' 1  Texas'],1,TX,,,,,,,122000000,1
1/12/07,[' '],"[' 1  California', ' 1  Illinois', ' 1  Massachusetts', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/16/07,[' '],"[' 1  California', ' 2  Illinois', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/19/07,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
1/23/07,[' '],[' 2  New York'],,,,,,,,[' '],,,,,,,,,0,0
1/26/07,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
1/30/07,[' '],"[' 1  California', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/2/07,[' '],"[' 3  California', ' 2  Georgia', ' 1  Illinois', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
2/6/07,[' '],"[' 1  Georgia', ' 1  Illinois', ' 2  Massachusetts', ' 1  Michigan', ' 1  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
2/9/07,[' '],"[' 1  Massachusetts', ' 2  New York', ' 3  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
2/13/07,[' '],"[' 3  California', ' 1  Georgia', ' 1  Michigan', ' 2  New Jersey', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
2/16/07,[' '],"[' 2  California', ' 1  Georgia', ' 1  Illinois', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
2/20/07,[' '],"[' 1  California', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/23/07,[' '],"[' 3  California', ' 1  Georgia', ' 2  Illinois', ' 1  Maryland', ' 2  Michigan', ' 5  New York', ' 2  Ohio', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
2/27/07,[' '],"[' 3  California', ' 3  Massachusetts', ' 2  Michigan', ' 1  New Jersey', ' 4  New York', ' 1  Ohio', ' 3  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/2/07,[' '],"[' 3  California', ' 1  Maryland', ' 1  Massachusetts', ' 2  Michigan', ' 2  New Jersey', ' 2  New York', ' 2  Ohio', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/6/07,"[' 1  Georgia', ' 1  New Jersey']","[' 9  California', ' 6  Georgia', ' 3  Illinois', ' 1  Maryland', ' 3  Michigan', ' 2  New Jersey', ' 8  New York', ' 2  Ohio', ' 7  Texas', ' 1  Virginia', ' 1  Washington']",,,,,,,,"[' 1  Georgia', ' 1  New Jersey']",1,GA,1,NJ,,,,,390000000,2
3/9/07,[' '],"[' 1  Michigan', ' 1  New Jersey', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/13/07,[' '],"[' 1  California', ' 1  Massachusetts', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
3/16/07,[' '],"[' 1  California', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
3/20/07,[' '],"[' 3  California', ' 2  Illinois', ' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/23/07,[' '],"[' 1  California', ' 2  New York', ' 3  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
3/27/07,[' '],"[' 1  California', ' 1  Maryland', ' 1  Michigan', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
3/30/07,[' '],"[' 1  New Jersey', ' 2  New York', ' 3  Texas']",,,,,,,,[' '],,,,,,,,,0,0
4/3/07,[' '],"[' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
4/6/07,[' 1  New York'],"[' 1  Georgia', ' 1  Illinois', ' 1  New Jersey', ' 1  New York', ' 1  Ohio']",,,,,,,,[' 1  New York'],1,NY,,,,,,,105000000,1
4/10/07,[' '],"[' 1  Georgia', ' 1  Illinois', ' 2  Massachusetts', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
